datetime,p3012caloriesToday,p3012pedometerToday
2019-04-30 00:00:00+09:00,1566.514153991986,5058.273702965257
2019-05-01 00:00:00+09:00,1372.7703627062137,1778.0977252150294
2019-05-02 00:00:00+09:00,607.4195809683241,3805.059483957357
2019-05-03 00:00:00+09:00,1258.0275271120631,4783.287118795962
2019-05-04 00:00:00+09:00,1383.78042971651,7534.80457857449
2019-05-05 00:00:00+09:00,1336.2584302753644,764.2436139058831
2019-05-06 00:00:00+09:00,1408.2188121060701,875.1835993180357
