datetime,calllog,messagelog,Kakaotalk,NaverCafe,Facebook,Instagram,Twitter,Messenger,Everytime,snslog,UID
2019-04-30 00:00:00+09:00,0.0,4,4232593,0.0,0.0,0.0,0.0,0.0,0.0,4232593.0,3012
2019-05-01 00:00:00+09:00,0.0,7,4005712,0.0,0.0,0.0,0.0,0.0,0.0,4005712.0,3012
2019-05-02 00:00:00+09:00,204.0,16,7270239,0.0,0.0,0.0,0.0,0.0,0.0,7270239.0,3012
2019-05-03 00:00:00+09:00,0.0,15,6887090,0.0,0.0,0.0,0.0,0.0,0.0,6887090.0,3012
2019-05-04 00:00:00+09:00,91.0,8,5449128,0.0,0.0,0.0,0.0,0.0,0.0,5449128.0,3012
2019-05-05 00:00:00+09:00,0.0,13,3632087,0.0,0.0,0.0,0.0,0.0,0.0,3632087.0,3012
2019-05-06 00:00:00+09:00,51.0,20,5521141,0.0,0.0,0.0,0.0,0.0,0.0,5521141.0,3012
